Host,N_Mentions,Total_Citations,Mean_Citations,expected_mentions,bias_ratio,bias_category
the cuticle,61,977,16.016393442622952,5.247392174394346,11.624822001614664,Overstudied
and l,61,1112,18.229508196721312,5.247392174394346,11.624822001614664,Overstudied
pratylenchus zeae,61,1362,22.327868852459016,5.247392174394346,11.624822001614664,Overstudied
in all,60,1458,24.3,5.247392174394346,11.434251149129178,Overstudied
long stylet,60,414,6.9,5.247392174394346,11.434251149129178,Overstudied
are discussed,60,874,14.566666666666666,5.247392174394346,11.434251149129178,Overstudied
have a,60,1279,21.316666666666666,5.247392174394346,11.434251149129178,Overstudied
was used,60,5066,84.43333333333334,5.247392174394346,11.434251149129178,Overstudied
morphology and,60,1048,17.466666666666665,5.247392174394346,11.434251149129178,Overstudied
internal transcribed,60,1733,28.883333333333333,5.247392174394346,11.434251149129178,Overstudied
in their,60,5399,89.98333333333333,5.247392174394346,11.434251149129178,Overstudied
morphological identification,60,7597,126.61666666666666,5.247392174394346,11.434251149129178,Overstudied
could be,59,2581,43.74576271186441,5.247392174394346,11.24368029664369,Overstudied
junior synonym,59,634,10.745762711864407,5.247392174394346,11.24368029664369,Overstudied
egg masses,59,4189,71.0,5.247392174394346,11.24368029664369,Overstudied
has a,59,3457,58.59322033898305,5.247392174394346,11.24368029664369,Overstudied
females and,59,1988,33.69491525423729,5.247392174394346,11.24368029664369,Overstudied
chitwoodi and,59,8220,139.32203389830508,5.247392174394346,11.24368029664369,Overstudied
we have,59,11079,187.77966101694915,5.247392174394346,11.24368029664369,Overstudied
heterodera and,59,68568,1162.1694915254238,5.247392174394346,11.24368029664369,Overstudied
effect on,58,6268,108.06896551724138,5.247392174394346,11.053109444158205,Overstudied
nematode rotylenchulus,58,68558,1182.0344827586207,5.247392174394346,11.053109444158205,Overstudied
the roots,58,3464,59.724137931034484,5.247392174394346,11.053109444158205,Overstudied
ribosomal rna,58,1581,27.25862068965517,5.247392174394346,11.053109444158205,Overstudied
this nematode,58,1060,18.275862068965516,5.247392174394346,11.053109444158205,Overstudied
that is,58,3162,54.51724137931034,5.247392174394346,11.053109444158205,Overstudied
found to,58,2173,37.46551724137931,5.247392174394346,11.053109444158205,Overstudied
for their,58,4154,71.62068965517241,5.247392174394346,11.053109444158205,Overstudied
the excretory,58,482,8.310344827586206,5.247392174394346,11.053109444158205,Overstudied
or nematode,58,68594,1182.655172413793,5.247392174394346,11.053109444158205,Overstudied
length of,58,1184,20.413793103448278,5.247392174394346,11.053109444158205,Overstudied
make the,58,68894,1187.8275862068965,5.247392174394346,11.053109444158205,Overstudied
and from,58,891,15.362068965517242,5.247392174394346,11.053109444158205,Overstudied
these nematodes,57,2326,40.80701754385965,5.247392174394346,10.862538591672719,Overstudied
rounded tail,57,1003,17.596491228070175,5.247392174394346,10.862538591672719,Overstudied
care was,57,68557,1202.7543859649122,5.247392174394346,10.862538591672719,Overstudied
but the,57,2757,48.36842105263158,5.247392174394346,10.862538591672719,Overstudied
survey is,57,68554,1202.701754385965,5.247392174394346,10.862538591672719,Overstudied
the burrowing,57,68576,1203.0877192982457,5.247392174394346,10.862538591672719,Overstudied
include researchers,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
will vary,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
list emerging,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
list will,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
scientific and,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
wilt nematode,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
were obtained,56,2964,52.92857142857143,5.247392174394346,10.671967739187233,Overstudied
is reviewed,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
were evaluated,56,2150,38.392857142857146,5.247392174394346,10.671967739187233,Overstudied
nematode radopholus,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
the tail,56,629,11.232142857142858,5.247392174394346,10.671967739187233,Overstudied
definitive as,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
need for,56,8524,152.21428571428572,5.247392174394346,10.671967739187233,Overstudied
researchers working,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
for m,56,5194,92.75,5.247392174394346,10.671967739187233,Overstudied
effect of,56,1870,33.392857142857146,5.247392174394346,10.671967739187233,Overstudied
many parts,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
carrying out,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
from as,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
to undertake,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
researcher is,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
the mi,56,8740,156.07142857142858,5.247392174394346,10.671967739187233,Overstudied
on a,56,1781,31.803571428571427,5.247392174394346,10.671967739187233,Overstudied
possible when,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
world as,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
the expression,56,5967,106.55357142857143,5.247392174394346,10.671967739187233,Overstudied
known species,56,1457,26.017857142857142,5.247392174394346,10.671967739187233,Overstudied
world in,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
nematode to,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
any such,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
review was,56,68544,1224.0,5.247392174394346,10.671967739187233,Overstudied
its rrna,56,632,11.285714285714286,5.247392174394346,10.671967739187233,Overstudied
gene of,55,7613,138.4181818181818,5.247392174394346,10.481396886701745,Overstudied
coffee,55,1633,29.69090909090909,5.247392174394346,10.481396886701745,Overstudied
whereas the,55,5897,107.21818181818182,5.247392174394346,10.481396886701745,Overstudied
present in,55,1444,26.254545454545454,5.247392174394346,10.481396886701745,Overstudied
species by,55,1350,24.545454545454547,5.247392174394346,10.481396886701745,Overstudied
used as,55,3169,57.61818181818182,5.247392174394346,10.481396886701745,Overstudied
species was,55,577,10.49090909090909,5.247392174394346,10.481396886701745,Overstudied
lesion nematode,54,1411,26.12962962962963,5.247392174394346,10.29082603421626,Overstudied
and that,54,5905,109.35185185185185,5.247392174394346,10.29082603421626,Overstudied
belong to,54,4122,76.33333333333333,5.247392174394346,10.29082603421626,Overstudied
inoculated with,54,3879,71.83333333333333,5.247392174394346,10.29082603421626,Overstudied
large subunit,54,1147,21.24074074074074,5.247392174394346,10.29082603421626,Overstudied
the application,54,7594,140.62962962962962,5.247392174394346,10.29082603421626,Overstudied
nematode populations,54,3836,71.03703703703704,5.247392174394346,10.29082603421626,Overstudied
it differs,54,507,9.38888888888889,5.247392174394346,10.29082603421626,Overstudied
heterodera glycines,54,6896,127.70370370370371,5.247392174394346,10.29082603421626,Overstudied
description of,54,1349,24.98148148148148,5.247392174394346,10.29082603421626,Overstudied
to study,54,5580,103.33333333333333,5.247392174394346,10.29082603421626,Overstudied
was the,54,4184,77.48148148148148,5.247392174394346,10.29082603421626,Overstudied
from all,54,2537,46.98148148148148,5.247392174394346,10.29082603421626,Overstudied
were investigated,54,1934,35.81481481481482,5.247392174394346,10.29082603421626,Overstudied
of host,54,12901,238.90740740740742,5.247392174394346,10.29082603421626,Overstudied
long with,53,582,10.981132075471699,5.247392174394346,10.100255181730773,Overstudied
species belonging,53,537,10.132075471698114,5.247392174394346,10.100255181730773,Overstudied
extracted from,53,3038,57.320754716981135,5.247392174394346,10.100255181730773,Overstudied
meloidogyne chitwoodi,53,7537,142.20754716981133,5.247392174394346,10.100255181730773,Overstudied
the combination,53,1296,24.452830188679247,5.247392174394346,10.100255181730773,Overstudied
for identification,53,7475,141.03773584905662,5.247392174394346,10.100255181730773,Overstudied
of l,53,1052,19.849056603773583,5.247392174394346,10.100255181730773,Overstudied
pratylenchus brachyurus,53,838,15.81132075471698,5.247392174394346,10.100255181730773,Overstudied
the host,53,4016,75.77358490566037,5.247392174394346,10.100255181730773,Overstudied
paecilomyces lilacinus,53,9270,174.9056603773585,5.247392174394346,10.100255181730773,Overstudied
rotylenchulus reniformis,53,1351,25.49056603773585,5.247392174394346,10.100255181730773,Overstudied
was observed,53,2356,44.45283018867924,5.247392174394346,10.100255181730773,Overstudied
root samples,52,794,15.26923076923077,5.247392174394346,9.909684329245287,Overstudied
were examined,52,1195,22.98076923076923,5.247392174394346,9.909684329245287,Overstudied
the eu,52,7383,141.98076923076923,5.247392174394346,9.909684329245287,Overstudied
pratylenchus species,52,2739,52.67307692307692,5.247392174394346,9.909684329245287,Overstudied
south africa,52,645,12.403846153846153,5.247392174394346,9.909684329245287,Overstudied
annuli anterior,52,1176,22.615384615384617,5.247392174394346,9.909684329245287,Overstudied
suggested that,52,10639,204.59615384615384,5.247392174394346,9.909684329245287,Overstudied
densities of,52,1407,27.057692307692307,5.247392174394346,9.909684329245287,Overstudied
suggests that,51,2610,51.1764705882353,5.247392174394346,9.719113476759802,Overstudied
of rotylenchus,51,1141,22.372549019607842,5.247392174394346,9.719113476759802,Overstudied
to species,51,2190,42.94117647058823,5.247392174394346,9.719113476759802,Overstudied
is presented,51,1890,37.05882352941177,5.247392174394346,9.719113476759802,Overstudied
cotton,51,1440,28.235294117647058,5.247392174394346,9.719113476759802,Overstudied
xiphinema spp,51,1123,22.019607843137255,5.247392174394346,9.719113476759802,Overstudied
and time,51,8622,169.05882352941177,5.247392174394346,9.719113476759802,Overstudied
study was,51,2608,51.13725490196079,5.247392174394346,9.719113476759802,Overstudied
carried out,51,1433,28.098039215686274,5.247392174394346,9.719113476759802,Overstudied
to evaluate,51,1215,23.823529411764707,5.247392174394346,9.719113476759802,Overstudied
because of,51,3255,63.8235294117647,5.247392174394346,9.719113476759802,Overstudied
incognita were,51,4390,86.07843137254902,5.247392174394346,9.719113476759802,Overstudied
given for,51,552,10.823529411764707,5.247392174394346,9.719113476759802,Overstudied
it can,51,1028,20.15686274509804,5.247392174394346,9.719113476759802,Overstudied
posterior to,51,441,8.647058823529411,5.247392174394346,9.719113476759802,Overstudied
and morphometric,50,909,18.18,5.247392174394346,9.528542624274314,Overstudied
and phylogenetic,50,1244,24.88,5.247392174394346,9.528542624274314,Overstudied
used in,50,3876,77.52,5.247392174394346,9.528542624274314,Overstudied
found on,50,7355,147.1,5.247392174394346,9.528542624274314,Overstudied
the study,50,908,18.16,5.247392174394346,9.528542624274314,Overstudied
plants were,50,4822,96.44,5.247392174394346,9.528542624274314,Overstudied
of b,50,4784,95.68,5.247392174394346,9.528542624274314,Overstudied
pochonia chlamydosporia,50,7579,151.58,5.247392174394346,9.528542624274314,Overstudied
two species,50,512,10.24,5.247392174394346,9.528542624274314,Overstudied
in southern,50,1305,26.1,5.247392174394346,9.528542624274314,Overstudied
there is,50,4395,87.9,5.247392174394346,9.528542624274314,Overstudied
and to,50,3137,62.74,5.247392174394346,9.528542624274314,Overstudied
plant species,50,3365,67.3,5.247392174394346,9.528542624274314,Overstudied
molecular characterization,49,1208,24.653061224489797,5.247392174394346,9.337971771788828,Overstudied
described herein,49,3476,70.93877551020408,5.247392174394346,9.337971771788828,Overstudied
tail shape,49,932,19.020408163265305,5.247392174394346,9.337971771788828,Overstudied
of resistance,49,5774,117.83673469387755,5.247392174394346,9.337971771788828,Overstudied
and with,49,2348,47.91836734693877,5.247392174394346,9.337971771788828,Overstudied
species has,49,438,8.938775510204081,5.247392174394346,9.337971771788828,Overstudied
rates of,49,9616,196.24489795918367,5.247392174394346,9.337971771788828,Overstudied
the wide,49,7559,154.26530612244898,5.247392174394346,9.337971771788828,Overstudied
close relationship,49,838,17.102040816326532,5.247392174394346,9.337971771788828,Overstudied
the diversity,49,1013,20.6734693877551,5.247392174394346,9.337971771788828,Overstudied
breeding and,48,8388,174.75,5.247392174394346,9.147400919303342,Overstudied
group species,48,2180,45.416666666666664,5.247392174394346,9.147400919303342,Overstudied
tail length,48,2423,50.479166666666664,5.247392174394346,9.147400919303342,Overstudied
suppression of,48,5129,106.85416666666667,5.247392174394346,9.147400919303342,Overstudied
be the,48,10109,210.60416666666666,5.247392174394346,9.147400919303342,Overstudied
reported from,48,2233,46.520833333333336,5.247392174394346,9.147400919303342,Overstudied
were conducted,48,2149,44.770833333333336,5.247392174394346,9.147400919303342,Overstudied
molecular techniques,48,7570,157.70833333333334,5.247392174394346,9.147400919303342,Overstudied
the latter,48,2497,52.020833333333336,5.247392174394346,9.147400919303342,Overstudied
in these,48,3819,79.5625,5.247392174394346,9.147400919303342,Overstudied
combination of,48,3967,82.64583333333333,5.247392174394346,9.147400919303342,Overstudied
but differs,48,369,7.6875,5.247392174394346,9.147400919303342,Overstudied
conditions of,48,8634,179.875,5.247392174394346,9.147400919303342,Overstudied
and also,48,825,17.1875,5.247392174394346,9.147400919303342,Overstudied
including the,47,3699,78.70212765957447,5.247392174394346,8.956830066817856,Overstudied
and species,47,679,14.446808510638299,5.247392174394346,8.956830066817856,Overstudied
