Genus,Host,N_Mentions,Avg_Citations
Meloidogyne,against Meloidogyne,22,73.5
Xiphinema,large group,22,30.181818181818183
Heterodera,The results,22,101.36363636363636
Longidorus,with other,22,5.181818181818182
Rotylenchus,number of,22,39.22727272727273
Xiphinema,constitutes a,22,30.181818181818183
Rotylenchus,lateral fields,22,16.90909090909091
Rotylenchus,within the,21,41.0
Rotylenchus,with some,21,41.0
Rotylenchus,minor morphological,21,41.0
Rotylenchus,vulva position,21,16.952380952380953
Rotylenchus,under the,21,41.0
Meloidogyne,the three,21,20.333333333333332
Rotylenchus,warranted their,21,41.0
Meloidogyne,the molecular,21,207.1904761904762
Rotylenchus,within other,21,41.0
Pratylenchus,in P,21,31.523809523809526
Globodera,in a,21,97.19047619047619
Xiphinema,This study,21,30.714285714285715
Rotylenchus,nucleotides from,21,41.0
Aphelenchoides,is weakly,21,11.428571428571429
Aphelenchoides,one body,21,11.857142857142858
Rotylenchus,using the,21,41.0
Meloidogyne,was evaluated,21,90.76190476190476
Rotylenchus,its specific,21,41.0
Rotylenchus,is close,21,41.0
Xiphinema,species using,21,40.61904761904762
Rotylenchus,is presented,21,41.0
Pratylenchus,species and,21,95.04761904761905
Heterodera,with the,21,71.66666666666667
Rotylenchus,tip with,21,41.0
Rotylenchus,montanus sp,21,41.0
Bursaphelenchus,wilt disease,21,157.95238095238096
Pratylenchus,related to,21,26.571428571428573
Xiphinema,that is,21,32.142857142857146
Rotylenchus,using Bayesian,21,41.0
Rotylenchus,to highly,21,41.0
Rotylenchus,to R,21,9.666666666666666
Meloidogyne,mortality of,21,28.904761904761905
Rotylenchus,recognition of,21,41.0
Rotylenchus,complex model,21,41.0
Rotylenchus,These genetic,21,41.0
Rotylenchus,The result,21,41.0
Rotylenchus,are also,21,41.0
Rotylenchus,Rotylenchus species,21,41.0
Rotylenchus,as subspecies,21,41.0
Rotylenchus,Rotylenchus montanus,21,41.0
Meloidogyne,and two,21,59.523809523809526
Rotylenchus,Molecular analysis,21,41.0
Rotylenchus,Phylogenetic tree,21,41.0
Rotylenchus,Grouping of,21,41.0
Aphelenchoides,western Iran,21,8.428571428571429
Pratylenchus,Pratylenchus scribneri,21,87.71428571428571
Xiphinema,of two,21,31.61904761904762
Meloidogyne,dependent on,21,45.04761904761905
Meloidogyne,resulted in,21,56.76190476190476
Rotylenchus,Rotylenchus jaeni,21,41.0
Xiphinema,surveys in,21,52.42857142857143
Heterodera,the species,21,43.38095238095238
Meloidogyne,This species,21,140.52380952380952
Longidorus,by a,21,16.285714285714285
Rotylenchus,differed in,21,41.0
Rotylenchus,cryptic sibling,21,41.0
Rotylenchus,demonstrated differences,21,41.0
Rotylenchus,Molecular characterization,21,41.0
Rotylenchus,an unidentified,21,41.0
Meloidogyne,Nematode infection,21,112.28571428571429
Xiphinema,During nematode,21,52.42857142857143
Rotylenchus,be considered,21,41.0
Rotylenchus,as separate,21,41.0
Rotylenchus,characters support,21,41.0
Rotylenchus,are provided,21,41.0
Rotylenchus,Hoplolaimidae for,21,41.0
Rotylenchus,differences together,21,41.0
Meloidogyne,incognita were,21,55.333333333333336
Pratylenchus,that are,21,88.33333333333333
Rotylenchus,seven annuli,21,41.0
Rotylenchus,seven moderate,21,41.0
Xiphinema,in this,21,12.285714285714286
Meloidogyne,immune responses,21,85.19047619047619
Longidorus,for the,21,22.666666666666668
Rotylenchus,species rank,21,41.0
Rotylenchus,resulting from,21,41.0
Rotylenchus,regularly annulated,21,41.0
Aphelenchoides,The excretory,21,11.428571428571429
Aphelenchoides,The cuticle,21,11.428571428571429
Pratylenchus,all nematode,21,95.23809523809524
Rotylenchus,rRNA sequences,21,41.0
Xiphinema,can be,21,10.238095238095237
Meloidogyne,of nematode,21,106.9047619047619
Rotylenchus,previously known,21,41.0
Rotylenchus,one nucleotide,21,41.0
Xiphinema,and odontophore,21,9.857142857142858
Rotylenchus,of populations,21,41.0
Xiphinema,carried out,21,31.19047619047619
Meloidogyne,parasitic bacterium,21,406.0
Meloidogyne,Tomato,21,29.428571428571427
Pratylenchus,de Pratylenchus,21,93.85714285714286
Rotylenchus,of rRNA,21,41.0
Xiphinema,the presence,21,7.142857142857143
Xiphinema,rRNA gene,21,10.857142857142858
Xiphinema,in southern,21,38.857142857142854
Rotylenchus,monosexual group,21,41.0
Rotylenchus,phasmid located,21,41.0
Rotylenchus,six rarely,21,41.0
Xiphinema,rDNA and,21,13.380952380952381
Rotylenchus,phylogenetic relationships,21,41.0
Xiphinema,and tail,21,34.142857142857146
Globodera,potato cyst,21,119.95238095238095
Rotylenchus,hoplolaimids and,21,41.0
Rotylenchus,supported lineages,21,41.0
Rotylenchus,inference analysis,21,41.0
Rotylenchus,indorobustus and,21,41.0
Xiphinema,species by,21,43.42857142857143
Meloidogyne,of egg,21,89.0952380952381
Ditylenchus,and the,21,21.61904761904762
Rotylenchus,is given,21,41.0
Rotylenchus,jaeni comb,21,41.0
Rotylenchus,species represents,21,41.0
Meloidogyne,galls and,21,110.38095238095238
Meloidogyne,inoculated with,21,77.47619047619048
Meloidogyne,hapla and,21,148.0952380952381
Rotylenchus,specific characteristics,21,41.0
Xiphinema,and morphometric,21,29.142857142857142
Heterodera,has been,21,153.14285714285714
Pratylenchus,de P,21,93.85714285714286
Bursaphelenchus,characterised by,21,16.61904761904762
Longidorus,The new,21,6.238095238095238
Pratylenchus,expansion regions,21,23.285714285714285
Pratylenchus,genus Pratylenchus,21,38.80952380952381
Xiphinema,into the,21,36.76190476190476
Rotylenchus,that both,21,41.0
Xiphinema,used to,21,36.04761904761905
Pratylenchus,study was,21,102.52380952380952
Xiphinema,distribution of,21,29.047619047619047
Rotylenchus,from Russia,21,41.0
Pratylenchus,close relationship,21,20.952380952380953
Xiphinema,is characterized,21,12.571428571428571
Rotylenchus,elevation to,21,41.0
Rotylenchus,description of,21,41.0
Meloidogyne,indicating that,21,58.80952380952381
Rotylenchus,subspecies should,21,41.0
Meloidogyne,durable in,20,425.0
Meloidogyne,encompass the,20,425.0
Meloidogyne,but laboratory,20,425.0
Meloidogyne,in many,20,425.0
Meloidogyne,in response,20,425.0
Meloidogyne,they must,20,425.0
Xiphinema,These results,20,23.05
Longidorus,species of,20,26.75
Xiphinema,pyrenaicum group,20,31.8
Longidorus,and tail,20,6.3
Meloidogyne,silver nanoparticles,20,33.9
Meloidogyne,activities of,20,39.5
Meloidogyne,spread by,20,425.0
Criconema,of the,20,6.9
Meloidogyne,the same,20,66.1
Meloidogyne,some crop,20,425.0
Meloidogyne,studies suggest,20,425.0
Meloidogyne,the strength,20,425.0
Xiphinema,soil samples,20,19.2
Meloidogyne,for most,20,425.0
Meloidogyne,from coevolution,20,425.0
Meloidogyne,are low,20,425.0
Meloidogyne,The stylet,20,24.5
Meloidogyne,evolutionary priority,20,425.0
Meloidogyne,nematode species,20,61.9
Meloidogyne,confer a,20,425.0
Meloidogyne,may help,20,425.0
Meloidogyne,arenaria are,20,425.0
Meloidogyne,or development,20,425.0
Scutellonema,to the,20,5.6
Xiphinema,comparative study,20,38.8
Meloidogyne,and host,20,425.0
Heterodera,Soybean,20,98.95
Meloidogyne,wide host,20,425.0
Rotylenchus,pharyngeal region,20,17.7
Meloidogyne,wild and,20,425.0
Meloidogyne,sustain less,20,425.0
Meloidogyne,Most apomictic,20,425.0
Meloidogyne,Maintaining general,20,425.0
Meloidogyne,immunity and,20,156.25
Meloidogyne,juvenile invasion,20,425.0
Meloidogyne,both poor,20,425.0
Meloidogyne,rice,20,31.05
Meloidogyne,induced susceptible,20,425.0
Meloidogyne,including suppression,20,425.0
Meloidogyne,have resulted,20,425.0
Meloidogyne,particularly of,20,425.0
Meloidogyne,plant innate,20,156.25
Meloidogyne,caused by,20,29.3
Xiphinema,are described,20,32.7
Meloidogyne,perhaps as,20,425.0
Meloidogyne,useful in,20,77.75
Bursaphelenchus,survey of,20,1154.9
Pratylenchus,stylet length,20,17.5
Meloidogyne,have host,20,425.0
Meloidogyne,If so,20,425.0
Xiphinema,the morphological,20,29.85
Meloidogyne,result that,20,425.0
Pratylenchus,the number,20,55.65
Meloidogyne,owe much,20,425.0
Meloidogyne,are presented,20,64.7
Meloidogyne,to selection,20,425.0
Meloidogyne,not to,20,425.0
Bursaphelenchus,and B,20,73.45
Meloidogyne,the morphological,20,69.05
Xiphinema,analyses of,20,14.1
Xiphinema,this study,20,41.0
Meloidogyne,appears to,20,425.0
Meloidogyne,fitness may,20,425.0
Meloidogyne,ranges that,20,425.0
Meloidogyne,possibly the,20,425.0
Meloidogyne,prevent evolution,20,425.0
Meloidogyne,polyphagous RKN,20,425.0
Meloidogyne,are obscure,20,425.0
Meloidogyne,most damaging,20,425.0
Meloidogyne,distributions to,20,425.0
Bursaphelenchus,with a,20,21.95
Meloidogyne,did not,20,31.45
Xiphinema,not come,20,13.6
Meloidogyne,consequence of,20,425.0
Meloidogyne,flowering plants,20,425.0
Longidorus,odontostyle length,20,3.9
Meloidogyne,crop pathogen,20,425.0
Meloidogyne,current worldwide,20,425.0
Pratylenchus,and other,20,22.8
Meloidogyne,that could,20,156.25
Meloidogyne,that apomixis,20,425.0
Meloidogyne,The ancestors,20,425.0
Meloidogyne,Several factors,20,425.0
Meloidogyne,Rates of,20,425.0
Pratylenchus,were observed,20,111.25
Xiphinema,species has,20,6.0
Meloidogyne,Solanum lycopersicum,20,116.8
Meloidogyne,The root,20,106.95
Meloidogyne,systemic resistance,20,92.0
Meloidogyne,values of,20,123.35
Pratylenchus,and M,20,110.5
Rotylenchus,morphometric and,20,6.45
Pratylenchus,coffeae populations,20,101.5
Scutellonema,populations of,20,9.0
Globodera,number of,20,88.3
Meloidogyne,interfere with,20,156.25
Meloidogyne,fundamental research,20,425.0
Meloidogyne,heterogeneous species,20,425.0
Heterodera,can be,20,47.95
Meloidogyne,does not,20,425.0
Xiphinema,of about,20,50.35
Meloidogyne,conserved by,20,425.0
Longidorus,morphological characters,20,24.4
Scutellonema,from the,20,6.95
Meloidogyne,Resistance genes,20,425.0
Meloidogyne,RKN appear,20,425.0
Xiphinema,to reconstruct,20,26.7
Pratylenchus,lateral fields,20,22.65
Meloidogyne,is increasing,20,425.0
Meloidogyne,the activity,20,94.0
Meloidogyne,be generally,20,425.0
Meloidogyne,and origins,20,425.0
Meloidogyne,greater coordination,20,425.0
Xiphinema,was also,20,40.9
Pratylenchus,body length,19,17.526315789473685
Aphelenchoides,The male,19,11.631578947368421
Xiphinema,such as,19,31.473684210526315
Meloidogyne,new species,19,21.31578947368421
Xiphinema,branches with,19,9.789473684210526
Radopholus,of R,19,6.2105263157894735
Heterodera,as a,19,122.15789473684211
Pratylenchus,Pratylenchus agilis,19,107.84210526315789
Pratylenchus,of M,19,113.05263157894737
Meloidogyne,management of,19,71.47368421052632
Meloidogyne,are also,19,63.63157894736842
Xiphinema,Compared to,19,6.052631578947368
Meloidogyne,response relationships,19,149.57894736842104
Rotylenchus,areolated at,19,18.63157894736842
Heterodera,and H,19,50.63157894736842
Xiphinema,We conducted,19,35.26315789473684
Bursaphelenchus,In addition,19,147.89473684210526
Meloidogyne,juveniles and,19,162.05263157894737
Radopholus,parasitic nematodes,19,648.0
Meloidogyne,are the,19,33.26315789473684
Meloidogyne,to identify,19,22.736842105263158
Xiphinema,found in,19,14.368421052631579
Xiphinema,Of the,19,11.473684210526315
Meloidogyne,The use,19,227.10526315789474
Xiphinema,is the,19,18.36842105263158
Heterodera,Soybean cyst,19,91.73684210526316
Heterodera,roots and,19,95.3157894736842
Meloidogyne,roots and,19,106.0
Xiphinema,and some,19,33.68421052631579
Pratylenchus,at least,19,104.3157894736842
Xiphinema,small spines,19,38.36842105263158
Globodera,with the,19,62.10526315789474
Aphelenchoides,Aphelenchoides besseyi,19,396.2105263157895
Rotylenchus,continuous with,19,18.63157894736842
Pratylenchus,banana,19,43.05263157894737
Meloidogyne,to their,19,104.47368421052632
Meloidogyne,total of,19,74.42105263157895
Pratylenchus,from each,19,102.89473684210526
Meloidogyne,was highly,19,115.36842105263158
Meloidogyne,Coffea arabica,19,29.894736842105264
Meloidogyne,All tested,19,93.89473684210526
Xiphinema,valid species,19,37.63157894736842
Pratylenchus,with three,19,20.210526315789473
Pratylenchus,were also,19,94.42105263157895
Aphelenchoides,pairs of,19,7.315789473684211
Meloidogyne,is a,19,88.42105263157895
Xiphinema,The phylogenetic,19,9.894736842105264
Rotylenchus,to hemispherical,19,18.63157894736842
Aphelenchoides,species of,19,10.473684210526315
Rotylenchus,lateral field,19,11.263157894736842
Longidorus,is characterised,19,8.947368421052632
Meloidogyne,is proposed,19,66.0
Heterodera,In the,19,122.78947368421052
Xiphinema,Spanish populations,19,34.0
Xiphinema,species with,19,31.94736842105263
Meloidogyne,were established,19,149.57894736842104
Xiphinema,from soil,19,8.578947368421053
Xiphinema,the three,19,40.73684210526316
Meloidogyne,and illustrated,19,48.10526315789474
Meloidogyne,The present,19,50.526315789473685
Pratylenchus,has been,19,91.94736842105263
Pratylenchus,to be,19,85.0
Radopholus,to the,19,91.42105263157895
Heterodera,in a,19,184.78947368421052
Rotylenchus,tail rounded,19,18.63157894736842
Rotylenchus,to the,19,11.526315789473685
Pratylenchus,Morphologically this,19,22.894736842105264
Xiphinema,nuragicum and,19,25.57894736842105
Rotylenchulus,parasitic nematodes,19,654.1052631578947
Xiphinema,of their,19,33.78947368421053
Pratylenchus,southern Spain,19,22.894736842105264
Pratylenchus,rRNA genes,19,22.894736842105264
Xiphinema,of species,19,32.89473684210526
Anguina,and the,19,12.894736842105264
Meloidogyne,the production,19,96.21052631578948
Rotylenchus,are described,19,10.789473684210526
Rotylenchus,and molecular,19,9.736842105263158
Bursaphelenchus,to undertake,18,1224.0
Bursaphelenchus,composed of,18,1224.0
Meloidogyne,population of,18,21.38888888888889
Aphelenchoides,long with,18,8.333333333333334
Bursaphelenchus,cyst nematodes,18,1224.0
Bursaphelenchus,carrying out,18,1224.0
Aphelenchoides,located ca,18,11.0
Longidorus,rhizosphere of,18,7.777777777777778
Aphelenchoides,with a,18,9.833333333333334
Pratylenchus,showed that,18,102.66666666666667
Pratylenchus,in South,18,94.11111111111111
Xiphinema,all others,18,33.333333333333336
Trichodorus,shaped vagina,18,5.222222222222222
Bursaphelenchus,Xiphinema index,18,1224.0
Bursaphelenchus,knot nematodes,18,1224.0
Bursaphelenchus,The top,18,1224.0
Pratylenchus,In the,18,17.055555555555557
Heterodera,populations of,18,88.83333333333333
Bursaphelenchus,which a,18,1224.0
Bursaphelenchus,will vary,18,1224.0
Bursaphelenchus,with plant,18,1224.0
Xiphinema,of large,18,35.44444444444444
Globodera,rostochiensis pathotype,18,179.05555555555554
Pratylenchus,Radopholus similis,18,100.33333333333333
Heterodera,parasitic nematodes,18,30.333333333333332
Bursaphelenchus,virus vector,18,1224.0
Xiphinema,of four,18,17.0
Heterodera,within the,18,148.0
Xiphinema,were investigated,18,33.77777777777778
Xiphinema,olives and,18,24.666666666666668
Xiphinema,one species,18,10.88888888888889
Bursaphelenchus,world as,18,1224.0
Bursaphelenchus,world in,18,1224.0
Pratylenchus,and that,18,107.88888888888889
Pratylenchus,and revealed,18,109.94444444444444
Bursaphelenchus,nematode to,18,1224.0
Bursaphelenchus,not be,18,1224.0
Bursaphelenchus,is reviewed,18,1224.0
Xiphinema,identification of,18,35.333333333333336
Meloidogyne,indicated that,18,27.61111111111111
Bursaphelenchus,Any such,18,1224.0
Bursaphelenchus,Aphelenchoides besseyi,18,1224.0
Bursaphelenchus,in order,18,1224.0
Pratylenchus,chain reaction,18,108.94444444444444
Bursaphelenchus,include researchers,18,1224.0
Bursaphelenchus,impact of,18,177.0
Meloidogyne,and other,18,111.72222222222223
Xiphinema,and geographic,18,33.77777777777778
Xiphinema,and cultivated,18,24.666666666666668
Meloidogyne,and parasitic,18,96.0
Bursaphelenchus,or nematode,18,1224.0
Xiphinema,cultivated and,18,38.666666666666664
Aphelenchoides,small basal,18,8.333333333333334
Bursaphelenchus,taken to,18,1224.0
Bursaphelenchus,researcher is,18,1224.0
Bursaphelenchus,researchers working,18,1224.0
Aphelenchoides,many tiny,18,11.333333333333334
Meloidogyne,plants were,18,78.77777777777777
Xiphinema,based upon,18,13.722222222222221
Aphelenchoides,large subunit,18,7.0
Pratylenchus,et a,18,111.83333333333333
Meloidogyne,and cell,18,62.111111111111114
Xiphinema,are not,18,10.88888888888889
Xiphinema,are considered,18,7.888888888888889
Bursaphelenchus,care was,18,1224.0
Bursaphelenchus,survey is,18,1224.0
Bursaphelenchus,the burrowing,18,1224.0
Xiphinema,the genital,18,33.333333333333336
Criconema,to the,18,7.666666666666667
Bursaphelenchus,of each,18,1224.0
Meloidogyne,Fusarium oxysporum,18,49.611111111111114
Meloidogyne,used in,18,169.88888888888889
Xiphinema,species inhabiting,18,33.77777777777778
Meloidogyne,basal defenses,18,79.05555555555556
Heterodera,In addition,18,111.94444444444444
Bursaphelenchus,Globodera spp,18,1224.0
Bursaphelenchus,Ditylenchus dipsaci,18,1224.0
Bursaphelenchus,Heterodera and,18,1224.0
Xiphinema,longidorid nematode,18,33.77777777777778
Xiphinema,long odontostyle,18,5.0
Xiphinema,populations were,18,33.44444444444444
Globodera,as a,18,125.16666666666667
Bursaphelenchus,scientific and,18,1224.0
Bursaphelenchus,possible when,18,1224.0
Bursaphelenchus,pinewood nematode,18,83.61111111111111
Longidorus,by having,18,5.888888888888889
Meloidogyne,Heterodera schachtii,18,245.66666666666666
Rotylenchus,was found,18,1.5
Pratylenchus,and in,18,28.11111111111111
Aphelenchoides,close to,18,8.166666666666666
Xiphinema,equally developed,18,10.444444444444445
Bursaphelenchus,nematode Rotylenchulus,18,1224.0
Bursaphelenchus,nematode Radopholus,18,1224.0
Meloidogyne,numbers of,18,105.0
Meloidogyne,of Arabidopsis,18,245.66666666666666
Longidorus,body length,18,7.222222222222222
Meloidogyne,the identification,18,69.33333333333333
Meloidogyne,regulation of,18,76.77777777777777
Bursaphelenchus,the region,18,1224.0
Bursaphelenchus,the survey,18,1224.0
