Author,Total_Citations,Mean_Citations,N_Papers,N_Genera,H_Index
"Melito, Sara",69,69.0,1,1,1
"Mello, Alexandre F.S.",8,8.0,1,1,1
"Mello, JÃ©ssica Rodrgues de",0,0.0,1,1,0
"Melnic, Maria",0,0.0,4,1,0
"Melo, Angelica Sanchez",0,0.0,2,1,0
"Melton, T A",17,8.5,2,2,1
"Mendes, Reneida Aparecida Godinho",7,1.4,5,1,1
"Mendoza, A",11,11.0,1,1,1
"Mendoza, Alexander R.",144,72.0,2,2,2
"Meng, F.",13,13.0,1,1,1
"Meng, Fan-Li",18,9.0,2,1,2
"Meng, Fanli",23,4.6,5,1,3
"Meng, Jie",8,8.0,1,1,1
"Meng, QingHeng",8,4.0,2,1,2
"Meng, Qingfeng",40,40.0,1,1,1
"Meng, Shawn",7,7.0,1,1,1
"Mengistu, Alemu",3,3.0,1,1,1
"Menjivar, R. D.",14,14.0,1,1,1
"Mennan, S.",4,2.0,2,1,2
"MenÃÂ©ndez GutiÃÂ©rrez, MarÃÂ­a",0,0.0,1,1,0
"MenÃÂ©ndez-GutiÃÂ©rrez, MarÃÂ­a",44,11.0,4,1,3
"MenÃÂ©ndezÃ¢ÂÂGutiÃÂ©rrez, MarÃÂ­a",3,3.0,1,1,1
"Meon, S.",44,22.0,2,1,2
"Mercer, C F",16,8.0,2,2,2
"Mercer, C. F.",69,6.2727272727272725,11,3,7
"Mercer, C.F.",7,3.5,2,1,2
"Meredith, William R.",1,1.0,1,1,1
"Merlin, J",1,1.0,1,1,1
"Merrifield, K J",7,7.0,1,1,1
"Mervat, A.A.",12,12.0,1,1,1
"Mervat, AR Ibrahim",10,10.0,1,1,1
"Mervosh, Todd L.",0,0.0,1,1,0
"Merwin, Ian A.",17,17.0,1,1,1
"Mesalamy, A. F. El-",2,1.0,2,1,1
"Mesbah, Mahmoud",24,24.0,1,1,1
"Messa, VinÃÂ­cius",3,3.0,1,1,1
"Messaouda, Benabdelkader",8,8.0,1,1,1
"Metge, K.",12,12.0,1,1,1
"Metge, Kai",1,1.0,1,1,1
"Metwally, W.",4,4.0,1,1,1
"Metwally, Wael",10,5.0,2,1,2
"Meyer, JÃÂ¼rgen",8,8.0,1,1,1
"Meyer, MaurÃÂ­cio C.",29,29.0,1,1,1
"Meyer, S L",104,14.857142857142858,7,1,6
"Meyer, Susan L F",165,33.0,5,2,4
"Meyer, Susan L. F.",94,18.8,5,1,4
"Meyer, Susan L.F.",121,10.083333333333334,12,2,6
"Meyer, Susan LF",72,36.0,2,1,2
"MeÃÂ¡troviÃÂ, Nevenka",25,12.5,2,1,2
"Mgonja, Doreen M.",2,1.0,2,2,1
"Mhatre, Priyank Hanuman",12,6.0,2,1,2
"Mi, Qili",40,40.0,1,1,1
"Miamoto, Angelica",4,4.0,1,1,1
"Miamoto, AngÃÂ©lica",35,5.833333333333333,6,1,3
"Miamoto, AngÃ©lica",14,3.5,4,1,1
"Miao, Guo-peng",7,7.0,1,1,1
"Miao, Zuo-Qing",3,3.0,1,1,1
"Michaud, Dominique",26,26.0,1,1,1
"Michell, R E",23,7.666666666666667,3,1,3
"Migunova, Varvara D.",6,6.0,1,1,1
"Milczarek, Dorota",55,13.75,4,1,2
"Miles, Herbert W.",16,16.0,1,1,1
"Mille, Christian",0,0.0,1,1,0
"Miller, P M",29,14.5,2,2,2
"Miller, P. M.",18,4.5,4,2,2
"Miltner, E. D.",30,15.0,2,1,2
"Mimee, B",36,18.0,2,1,2
"Mimee, Benjamin",45,6.428571428571429,7,3,4
"Min, Cheol Woo",8,8.0,1,1,1
"Min, Yu Yu",110,12.222222222222221,9,3,5
"Mincheva, Yordanka",6,6.0,1,1,1
"Minton, Earl B.",37,18.5,2,1,2
"Minton, N A",18,2.25,8,3,2
"Minton, N. A.",19,19.0,1,1,1
"Minuto, A.",58,58.0,1,1,1
"Mioranza, T. M.",0,0.0,1,1,0
"Mioranza, Thaisa Muriel",3,3.0,1,1,1
"Mioranza, ThaÃÂ­sa Muriel",4,4.0,1,1,1
"Miraeiz, Esmaeil",23,7.666666666666667,3,3,2
"Miral, Alice",0,0.0,1,1,0
"Miranda, Leila Luci Dinardo",2,2.0,1,1,1
"Miranda, VÃÂ­vian de Jesus",43,43.0,1,1,1
"Mireku, Emmanuel",14,14.0,1,1,1
"Mirghasemi, Negin",0,0.0,3,1,0
"Mirghasemi, Seyedeh Negin",4,4.0,1,1,1
"Mironenko, N.V.",3,3.0,1,1,1
"Mirzaei, Sohrab",1,1.0,1,1,1
"Misaghi, I.",2,2.0,1,1,1
"Mishra, A.",4,4.0,1,1,1
"Misra, Sweta",65,65.0,1,1,1
"MistanoÃÂlu, ÃÂ°brahim",2,2.0,1,1,1
"Mitchum, Melissa G",161,80.5,2,1,2
"Mitchum, Melissa G.",76,38.0,2,1,2
"Mitidieri, Mariel S.",1,1.0,1,1,1
"MitreaÃ¢ÂÂCalin, Monica",2,2.0,1,1,1
"MitreaÃ¢ÂÂCÃÂlin, Monica",0,0.0,1,1,0
"Mitreva, M.",64,32.0,2,1,2
"Mitreva-Dautova, Makedonka",63,63.0,1,1,1
"Mitsui, Y.",3,3.0,1,1,1
"Mittal, Neelima",27,27.0,1,1,1
"Miyagawa, S T",6,6.0,1,1,1
"Miyashita, Nao",15,5.0,3,1,3
"Mizobutsi, Edson H.",0,0.0,2,1,0
"Mizukubo, T",17,17.0,1,1,1
"Mizukubo, Takayuki",38,19.0,2,2,2
"Mmbando, Gideon S.",1,1.0,1,1,1
"Mo, Chenmi",7,7.0,1,1,1
"Mo, Yi Xue",0,0.0,2,1,0
"Moatamed, A. M. H.",0,0.0,1,1,0
"Moatamedi, Marzieh",25,8.333333333333334,3,1,2
"Moazezikho, Ali",4,4.0,1,1,1
"Mobasseri, Mahyar",41,10.25,4,4,3
"Mocali, S.",29,29.0,1,1,1
"Modesto, InÃÂªs",16,5.333333333333333,3,1,2
"Modesto, InÃªs",0,0.0,1,1,0
"Moens, Maurice",106,17.666666666666668,6,5,5
"Moens, T.",6,6.0,1,1,1
"Moens, Thomas",36,18.0,2,2,2
"Mofokeng, M. M.",4,4.0,1,1,1
"Moghaddam, M. Ramezani",25,25.0,1,1,1
"Mohamed, Abeer A.",8,8.0,1,1,1
"Mohamed, Farag F.",0,0.0,1,1,0
"Mohamedova, Melika",2,2.0,1,1,1
"Mohammad, Ayman A.",4,2.0,2,1,2
"Mohammadbagheri, Leila",28,7.0,4,1,3
"Mohammadi, Fatemeh",0,0.0,1,1,0
Mohammed Bukar Aji,0,0.0,1,1,0
"Mohammed, Ezziyyani",1,1.0,1,1,1
"Mohammed, Rafeeq Kasim Abdu",15,15.0,1,1,1
"Mohan, Sharad",40,20.0,2,1,2
"Moharam, Moustafa H. A.",6,6.0,1,1,1
"Mohawesh, Osama",23,7.666666666666667,3,1,3
"Moisan, Kay",8,4.0,2,1,2
"Mojtahedi, H",0,0.0,1,1,0
"Mojtahedi, H.",48,24.0,2,1,2
"Mojtahedi, Hassan",10,10.0,1,1,1
"Mokabli, AÃÂ¯ssa",16,16.0,1,1,1
"Mokabli, AÃ¯ssa",16,16.0,1,1,1
"Mokbel, Asmaa",0,0.0,1,1,0
"Mokbel, Asmaa A.",0,0.0,2,1,0
"Mokrini, F",1934,644.6666666666666,3,2,3
"Mokrini, Fouad",201,14.357142857142858,14,4,10
"Molin, William T.",2,2.0,1,1,1
"Molina, J P",25,25.0,1,1,1
"Molinari, S",28,14.0,2,2,2
"Molinari, S.",57,28.5,2,1,2
"Molinari, Sergio",310,38.75,8,2,5
"Mollov, D S",8,8.0,1,1,1
"Moloney, Claire",42,42.0,1,1,1
"Momota, Yoji",86,43.0,2,1,2
"Mondal, Sandip",6,1.5,4,2,2
"Monfort, W S",55,18.333333333333332,3,1,3
"Mongae, Aobakwe",8,8.0,1,1,1
"Monokrousos, Nikolaos",6,6.0,1,1,1
"Monroy, F.",12,6.0,2,1,2
"Montalvo, A E",21,21.0,1,1,1
"MontalvÃÂ£o, Sandro C. L.",0,0.0,1,1,0
"MontalvÃÂ£o, Sandro Coelho Linhares",1,1.0,1,1,1
"Montarry, Josselin",55,13.75,4,1,3
"Montasser, S.",1,0.5,2,2,1
"Montasser, S. A.",0,0.0,2,1,0
"Montasser, Sayed",3,3.0,1,1,1
"Montecillo, Jake Adolf V.",0,0.0,1,1,0
"Monteiro, A.R.",0,0.0,1,1,0
"Monteiro, Jessica M.S.",13,4.333333333333333,3,1,3
"Monteiro, Thalita Suelen Avelar",12,6.0,2,1,2
"Montes, Christian",11,11.0,1,1,1
"Montes, M. J.",15,15.0,1,1,1
"Moo Koh, Felicia Amalia",2,2.0,1,1,1
"Moo-Koh, Felicia Amalia",3,3.0,1,1,1
"Moon, Hyo-Sun",19,19.0,1,1,1
"Moon, Yil-Sung",4,4.0,1,1,1
"Moore, K. J.",0,0.0,1,1,0
"Moore, M. R.",6,6.0,1,1,1
"Moore, Scott R",32,16.0,2,1,2
"Moorman, G. W.",0,0.0,1,1,0
"Moosavi, Mohammad Reza",48,9.6,5,1,5
"Mor, M",3,3.0,1,1,1
"Moradi, Aboubakr",12,3.0,4,1,1
"Morais, Ana Caroline",0,0.0,1,1,0
"Morales-SÃÂ¡nchez, Viridiana",14,7.0,2,1,1
"Morant, Mervalin A.",8,4.0,2,1,2
"Moreira, ClÃÂ¡udia",2,2.0,1,1,1
"Moreira, Francisco JosÃÂ© Carvalho",4,4.0,1,1,1
"Moreira, Janaina Alves de Almeida",0,0.0,1,1,0
"Moreira, Lara Caroline Borges",1,1.0,1,1,1
"Moreira, Valdeir Junio Vaz",7,2.3333333333333335,3,1,1
"Morgan, D. O.",5,5.0,1,1,1
"Morgan, G D",12,12.0,1,1,1
"Morgan, G. T.",9,4.5,2,1,1
"Morgan, Gaylon D.",13,13.0,1,1,1
"Morgan-Jones, G.",3,3.0,1,1,1
"Mori, Y",7,3.5,2,1,2
"Mori, Y.",1,1.0,1,1,1
"Mori, Yasuhiro",22,22.0,1,1,1
"Moriarty, F.",23,11.5,2,1,2
"Morowati, Mohssen",0,0.0,1,1,0
"Morrell, J J",3,3.0,1,1,1
"Morris, J B",17,17.0,1,1,1
"Morris, K.",4,4.0,1,1,1
"Morris, Karen S.",7,7.0,1,1,1
"Morris, Kelly A.",12,12.0,1,1,1
"Mortazavi, Parnaz",6,6.0,1,1,1
"Mortenson, Susan G.",19,19.0,1,1,1
"Mosahaneh, L.",3,3.0,1,1,1
"Moslemi, Fatemeh",22,11.0,2,1,2
"Mossop, D. W.",12,12.0,1,1,1
"Mostafa, Fatma",3,3.0,1,1,1
"Mostafa, Fatma A.",0,0.0,1,1,0
"Mostafa, H M",0,0.0,1,1,0
"Mostafa, M. A.",0,0.0,2,1,0
"Mostafa, Radwa G.",0,0.0,1,1,0
"Mostafanezhad, Hadis",32,32.0,1,1,1
"Mota, Ana Paula Zotta",28,14.0,2,1,2
"Mota, Ana-Paula Zotta",0,0.0,1,1,0
"Mota, F. C.",27,27.0,1,1,1
"Mota, Lara C. B. M.",34,17.0,2,1,2
"Mota, M M",33,11.0,3,1,3
"Mota, Manuel",29,29.0,1,1,1
"Mota, Manuel M",25,25.0,1,1,1
"Mota, Manuel M.",533,533.0,1,1,1
"Mota, Monalize Salete",60,60.0,1,1,1
"Mouniga, R.",0,0.0,1,1,0
"Mountain, W. B.",79,19.75,4,1,4
"Mountain, W.L.",3,3.0,1,1,1
"Mousa, E. M.",0,0.0,1,1,0
"Mousa, El-Shawadfy M.",0,0.0,1,1,0
"Moussa, Ashaimaa Y.",24,12.0,2,1,2
"Moussart, Anne",39,39.0,1,1,1
"Mouttet, RaphaÃÂ«lle",13,13.0,1,1,1
"Moya, Paulina",26,26.0,1,1,1
"Moyle, Richard L.",2,2.0,1,1,1
"Mu?da??, Seda",3,3.0,1,1,1
"Mudge, J.",150,75.0,2,1,2
"Mueller, J D",20,6.666666666666667,3,1,3
"Mugao, Lydia G.",17,17.0,1,1,1
"Mughal, Tahira Aziz",1,1.0,1,1,1
"Mugnier, J",3,3.0,1,1,1
"MugniÃÂ©ry, Didier",6,6.0,1,1,1
"MugniÃ©ry, Didier",6,6.0,1,1,1
"Muhammad, Noor",10,5.0,2,1,2
"Mukherjee, A.",9,4.5,2,1,2
"Mukherjee, Avijit",6,6.0,1,1,1
"Mukhtar, Tariq",261,29.0,9,1,8
"Mulato, Sri",0,0.0,1,1,0
"Mulder, A.",4,2.0,2,1,2
"Muliya, Elmi",0,0.0,1,1,0
"Mulki, Muhammad A.",51,51.0,1,1,1
"Mullin, B A",25,8.333333333333334,3,2,3
"Mullin, B.A.",0,0.0,1,1,0
"Mulvey, R H",5,5.0,1,1,1
"Mulvey, R. H.",8,4.0,2,1,2
"Mulvey, Roland H.",18,3.0,6,1,2
"Munawar, Maria",5,5.0,1,1,1
"Munawaroh, Dini",0,0.0,1,1,0
"Mundim, Fabiane M.",18,4.5,4,1,2
"Mundo-Ocampo, Manuel",0,0.0,1,1,0
"Munhoz, Vanessa Marquito",4,4.0,1,1,1
"Munib, Mohmmad",1,1.0,1,1,1
"Munif, A",12,12.0,1,1,1
"Murata, Gaku",7,2.3333333333333335,3,1,2
"Murga-GutiÃÂ©rrez, Santos NÃÂ©lida",1,1.0,1,1,1
"MurguÃÂ­a, C.A.",5,5.0,1,1,1
"Murillo?Williams, Adriana",22,11.0,2,1,1
"MurilloÃ¢ÂÂWilliams, Adriana",22,11.0,2,1,1
"Murphy, W S",3,3.0,1,1,1
"Murray, G. M.",380,190.0,2,1,2
"Murray, Gordon M.",628,314.0,2,1,2
"Murungi, Lucy Kananu",45,45.0,1,1,1
"Murvanidze, Maka",7,7.0,1,1,1
"Muse, B D",2,2.0,1,1,1
"Musedeli, Jufter N",2,2.0,1,1,1
"Mustafa, Arif F",8,8.0,1,1,1
"Musyarofah, Alfianida",1,1.0,1,1,1
"Muthulakshmi, M.",0,0.0,1,1,0
"Muthusamy, Muthusamy",10,10.0,1,1,1
"Muthuswamy, Anandaraj",2,2.0,1,1,1
"MuÃÂdaÃÂÃÂ±, Seda",3,3.0,1,1,1
"Mwageni, Werner",110,55.0,2,1,2
"Mwaheb, Mai A.M.A.",35,35.0,1,1,1
"Mwaka, Henry Shaykins",0,0.0,1,1,0
"Mwamba, Sydney",22,11.0,2,1,2
"Mwamula, Abraham Okki",77,7.0,11,7,6
"Mwangi, James M.",23,4.6,5,1,3
"Mwangi, M. W.",14,7.0,2,1,2
"Mwaura, P.",44,22.0,2,1,2
"Mwaura, Peter",29,9.666666666666666,3,2,3
"Mweke, A.N.",3,3.0,1,1,1
"Mwesige, Rose",7,3.5,2,2,1
"Myers, R F",67,16.75,4,3,3
"Myers, R.F.",5,5.0,1,1,1
"Myers, Ronald F.",2,2.0,1,1,1
"Myers, Roxana",1,0.5,2,2,1
"Myers, Roxana Y.",4,4.0,1,1,1
"MÃÂ¡ndoki, Z.",0,0.0,1,1,0
"MÃÂ¡ndoki, ZoltÃÂ¡n",4,4.0,1,1,1
"MÃÂ¡rquez-DÃÂ¡vila, Kadir",5,5.0,1,1,1
"MÃÂ©ndez-Santiago, Erick Williams",14,14.0,1,1,1
"MÃÂ¶llers, C.",34,34.0,1,1,1
"MÃÂºnera, Gladis",14,14.0,1,1,1
"MÃÂ¼ller, MÃÂ´nica Anghinoni",5,5.0,1,1,1
"MÃÂ±stanoÃÂlu, ÃÂ°brahim",3,3.0,1,1,1
"MÃ¤rlÃ¤nder, Bernward",4,4.0,1,1,1
N. Acosta,0,0.0,1,1,0
"N., Tirchi",0,0.0,1,1,0
"N.Ami, Sulaiman",1,1.0,1,1,1
"NACAR, ÃÂetin",1,1.0,1,1,1
"NACAR, Ãetin",1,1.0,1,1,1
"NAGASE, Atsushi",4,4.0,1,1,1
"NAKAHARA, Satoshi",25,25.0,1,1,1
"NAKAMURA, Katsunori",2,2.0,1,1,1
"NAKANISHI, Yoshinori",3,3.0,1,1,1
"NAKASONO, Kazutoshi",6,0.46153846153846156,13,4,2
"NARABU, Takashi",0,0.0,1,1,0
"NDUBIZU, THOMAS O. C.",4,4.0,1,1,1
"NEERAJ, NEERAJ",2,2.0,1,1,1
"NEGISHI, Hideaki",6,6.0,1,1,1
"NGUYEN, KHUONG B.",18,18.0,1,1,1
"NI, Chun-hui",2,1.0,2,1,1
"NISHIZAWA, Tsutomu",8,2.6666666666666665,3,2,2
"NORSWORTHY, JUSTIN H.",6,6.0,1,1,1
"NURYANI, YANG",0,0.0,1,1,0
"Na, JIN",6,6.0,1,1,1
"Nabor-Romero, Olivia",0,0.0,2,1,0
"Nadeem, H.",8,8.0,1,1,1
"Nadeem, Hera",6,3.0,2,1,1
"Naderi, Reza",11,11.0,1,1,1
Nadia Saeed,0,0.0,1,1,0
"Nadler, Steven A.",23,23.0,1,1,1
"Naeini, Farhad Saeidi",0,0.0,1,1,0
"Nagachandrabose, Seenivasan",40,5.714285714285714,7,3,4
"Nagarkoti, Kirti",0,0.0,2,1,0
"Nagase, Atsushi",0,0.0,1,1,0
"Nagel, Alexis K.",30,15.0,2,1,2
"Nagesh, M",7,7.0,1,1,1
"Naghavi, Arezoo",1,1.0,1,1,1
"Nahar, Kamrun",202,101.0,2,1,2
"Nahunnaro, H",3,3.0,1,1,1
"Naidoo, Gonasageran",0,0.0,1,1,0
"Nakabayashi, Yuuki",3,3.0,1,1,1
"Nakae, Kazuki",1,0.5,2,1,1
"Nakagami, Satoru",8,4.0,2,1,1
"Nakajima, Gou",5,5.0,1,1,1
"Nakamura, Katsunori",2,1.0,2,1,1
"Nakasono, Kazutoshi",11,11.0,1,1,1
"Nakayama, Hiroki",15,15.0,1,1,1
"Nakayama, Yusuke",8,2.0,4,1,2
"Nakhla, Mark K",27,27.0,1,1,1
"Nama, Chandra Prakash",0,0.0,1,1,0
"Nambiar, L.",2,2.0,1,1,1
"Namu, John",0,0.0,1,1,0
"Nan, Jing",11,11.0,1,1,1
"Nan, Junke",2,2.0,1,1,1
"Nandi, Bidyut",41,41.0,1,1,1
"Nandy, Samapika",15,15.0,1,1,1
"Naor, Noga",28,14.0,2,1,2
"Narang, H. K.",11,11.0,1,1,1
"Narayanan, R. A.",36,18.0,2,1,2
"Nardacci, J F",6,6.0,1,1,1
"Narware, Jeetu",2,2.0,1,1,1
"Nascimento, Daniel Dalvan",0,0.0,1,1,0
"Nascimento, Francisco",18,18.0,1,1,1
"Nascimento, Francisco X.",101,33.666666666666664,3,1,3
"Nascimento, Roxana Stefane Mendes",3,3.0,1,1,1
"Nasiou, Eleni",48,9.6,5,1,4
"Nasir, Jamal",1,1.0,1,1,1
"Nasira, K",9,9.0,1,1,1
"Nasr, Hoda M",6,6.0,1,1,1
"Nasr, Hoda M.",0,0.0,1,1,0
"Nassar, Atef M.K.",35,35.0,1,1,1
"Nasu, E. G. C.",3,3.0,1,1,1
"Nasu, ÃÂrica G.C.",17,17.0,1,1,1
"Nasu, ÃÂrica das GraÃÂ§as Carvalho",25,12.5,2,1,2
"Nasu, Ãrica das GraÃ§as Carvalho",11,11.0,1,1,1
"Natarajan, N.",48,48.0,1,1,1
"Natarajan, Savithiry",4,4.0,1,1,1
"Natour, R M",1,1.0,1,1,1
"Navarrete, Ximena",4,4.0,1,1,1
"Navarro-Rocha, Juliana",26,26.0,1,1,1
"Navas, A.",22,22.0,1,1,1
"Navas, Alfonso",47,15.666666666666666,3,2,3
"Navas-CortÃÂ©s, Juan",21,21.0,1,1,1
"Naves, P.",64,21.333333333333332,3,1,3
"Naves, P. M.",74,37.0,2,1,2
"Naves, Pedro",15,15.0,1,1,1
"Naves, Pedro Miguel",33,33.0,1,1,1
"Naves, Rosemeire L.",7,7.0,1,1,1
"Nawaz, Muhammad",14,7.0,2,1,2
"Nayak, D. K.",1,1.0,1,1,1
"Nayak, Naresh",0,0.0,1,1,0
"Naz, I.",32,32.0,1,1,1
"Naz, Ishrat",115,23.0,5,1,5
"Naz, Mehwish",0,0.0,1,1,0
"Ndana, RW",1,1.0,1,1,1
"Ndeve, Arsenio D",9,9.0,1,1,1
"Ndeve, Arsenio D.",12,6.0,2,1,1
"Necibi, S",37,37.0,1,1,1
"Negrel, Lise",1,1.0,1,1,1
"Negretti, Rafael R.R.D.",18,18.0,1,1,1
"Nehad, F., Abdel Aziz,",0,0.0,1,1,0
"Neher, Deborah",15,15.0,1,1,1
"Neher, Deborah A.",46,23.0,2,1,2
"Neilson, R",16,16.0,1,1,1
"Neilson, Roy",4,4.0,1,1,1
"Neipp, P W",35,35.0,1,1,1
Nelia Acosta,10,2.0,5,3,2
"Nelsen, Naoma S.",12,6.0,2,1,2
"Nelson, B D",22,11.0,2,1,2
"Nelson, D. L.",20,10.0,2,1,2
"Nelson, Logan",0,0.0,1,1,0
"Nemec, S.",81,81.0,1,1,1
"Nengroo, Zubair",0,0.0,1,1,0
"Nengroo, Zubair Rehman",0,0.0,1,1,0
"Nesha, Rukshima",38,19.0,2,1,2
"Nesmith, W C",7,7.0,1,1,1
"Neumann, F. G.",11,11.0,1,1,1
"Neupane, Kamal",0,0.0,3,2,0
"Neupane, Surendra",22,7.333333333333333,3,1,2
"Neury-Ormanni, Julie",6,6.0,1,1,1
"Neves, Dinaelia Iva das",2,1.0,2,1,1
"Neveu, Cedric",1,1.0,1,1,1
"Neveu, CÃÂ©dric",69,34.5,2,1,2
"Neveu, CÃ©dric",32,32.0,1,1,1
"Ng'ambi, T B",7,7.0,1,1,1
"Ng'ambi, Tenson B S",6,6.0,1,1,1
"Ngaki, Micheline N.",22,11.0,2,1,2
"Ngala, Bruno",7,7.0,1,1,1
"Ngala, Bruno M",56,56.0,1,1,1
"Ngala, Bruno M.",22,7.333333333333333,3,1,3
"Ngobeni, G.L.",12,6.0,2,1,2
"Ngoc, Luu Hoang",8,8.0,1,1,1
"Nguyen, Chau",5,5.0,1,1,1
"Nguyen, Dang Minh Chanh",1,1.0,1,1,1
"Nguyen, Dang-Minh-Chanh",111,13.875,8,1,6
"Nguyen, H.T.",5,5.0,1,1,1
"Nguyen, Huu Tien",48,6.857142857142857,7,6,3
"Nguyen, Khuong",65,32.5,2,2,2
"Nguyen, Loan Thi Thanh",28,28.0,1,1,1
"Nguyen, Phong V.",1,1.0,1,1,1
"Nguyen, Phuong Dung T",16,8.0,2,1,2
"Nguyen, T. D.",1,1.0,1,1,1
"Nguyen, Thi Duyen",12,12.0,1,1,1
"Nguyen, Thi Hanh",13,13.0,1,1,1
"Nguyen, Tien Huu",5,5.0,1,1,1
"Nguyen, Van Chung",22,7.333333333333333,3,1,2
"Nguyen, Van Thi",12,3.0,4,1,2
"Nguyen, Van-Nam",12,12.0,1,1,1
"Nguyen, Vu Phong",0,0.0,1,1,0
"Nguyen, Xuan Hoa",20,10.0,2,1,2
"NguyÃÂªÃÂn, Phong V.",0,0.0,1,1,0
"NguyÃ¡Â»Ân, Phong VÃÂ©",51,25.5,2,1,2
"Ni, Chunhui",5,5.0,1,1,1
"Niblack, T L",415,51.875,8,4,6
"Niblack, T. L.",140,140.0,1,1,1
"Nickle, W R",115,115.0,1,1,1
"Nico, A I",19,19.0,1,1,1
"Nico, A. I.",25,25.0,1,1,1
"Nico, AndrÃÂ©s I.",82,82.0,1,1,1
"Nicol, J M",62,31.0,2,2,2
"Nicol, Julie",84,21.0,4,1,4
"Nicol, Julie M.",43,43.0,1,1,1
"Nicol, Paul",36,36.0,1,1,1
"Nie, C. R.",1,1.0,1,1,1
"Nie, Weidan",1,1.0,1,1,1
"Nie, Ziyan",0,0.0,1,1,0
"Niebel, A",75,75.0,1,1,1
"Niebel, A.",85,85.0,1,1,1
"Nielsen, C. HOLM",14,7.0,2,1,2
"Nielsen, Eric L",8,8.0,1,1,1
"Niere, Bjoern",23,23.0,1,1,1
"Niere, BjÃÂ¶rn",8,8.0,1,1,1
"Nijboer, H.",19,19.0,1,1,1
"Niknam, Gholamreza",7,7.0,1,1,1
"Nikoloudakis, Nikolaos",4,4.0,1,1,1
"Nikoo, Fatemeh Sarafraz",21,21.0,1,1,1
"Nikpay, Saman",3,3.0,1,1,1
"Nile, Arti Shivraj",6,6.0,1,1,1
"Nile, Shivraj Hariram",30,15.0,2,1,2
"Nima, P. L.",0,0.0,1,1,0
"Nimnoi, Pongrawee",22,11.0,2,1,2
"Ning, Na",7,7.0,1,1,1
"Ning, WANG",3,3.0,1,1,1
"Niranjan, Kumar",1,1.0,1,1,1
"Niraula, Prakash M",0,0.0,2,1,0
"Niraula, Prakash M.",29,9.666666666666666,3,1,3
"Nirosha, A.",2,2.0,1,1,1
"Nirula, K. K.",16,5.333333333333333,3,1,3
"Nischwitz, Claudia",15,15.0,1,1,1
"Nishat, Yasar",2,2.0,1,1,1
"Nishiyama, Hidetaka",17,8.5,2,1,2
"Nissan, Nour",0,0.0,1,1,0
"Nitao, J K",48,48.0,1,1,1
"Nitao, James K.",84,42.0,2,2,2
"Nitsche, Benjamin M",29,29.0,1,1,1
"Niu, B.Ã¢ÂÂL.",70,70.0,1,1,1
"Niu, Chen",25,25.0,1,1,1
"Niu, Dong-Dong",61,30.5,2,1,2
"Niu, Hongtao",55,27.5,2,1,2
"Niu, Junhai",158,52.666666666666664,3,1,3
"Niu, Qiuhong",14,7.0,2,1,1
"Niu, Xue-Mei",57,57.0,1,1,1
"Niyaz, T.",1,1.0,1,1,1
"Niyaz, Tabassum",1,1.0,1,1,1
"NjeÃÂ¾iÃÂ, B",3,3.0,1,1,1
"Njiti, V. N.",70,35.0,2,1,2
"Nnamdi, Chinaza",0,0.0,1,1,0
"Noe, J P",86,17.2,5,3,4
"Noel, G R",96,8.727272727272727,11,3,6
"Noel, Gregory R",120,60.0,2,1,2
"Noel, Gregory R.",0,0.0,1,1,0
"Nofal, Mohamed Mahmud",0,0.0,2,1,0
"Nogales, Amaia",36,36.0,1,1,1
"Nogueira, Danilo Gustavo",1,1.0,1,1,1
"Nogueira, Marisa A.",24,24.0,1,1,1
"Noling, J W",3,3.0,1,1,1
"Nombela, Gloria",7,7.0,1,1,1
"Nomura, Kazuki",2,2.0,1,1,1
"Nonaka, Shiori",5,5.0,1,1,1
Noni Rahmadhini,0,0.0,1,1,0
"Nono-Womdim, R",18,18.0,1,1,1
"Noon, Jason B",73,36.5,2,1,2
"Noon, Jason B.",84,28.0,3,1,3
"Nora, Daiane Dalla",1,1.0,1,1,1
"Norabadi, Maryem Tavakol",15,15.0,1,1,1
"Nordmeyer, D.",6,6.0,1,1,1
"Noreen, Rubina",27,27.0,1,1,1
"Norman, Prince Emmanuel",2,2.0,1,1,1
"Noronha, MarissÃÂ´nia de A.",0,0.0,1,1,0
"Norshie, Patrick M",62,31.0,2,1,2
"Norshie, Patrick M.",6,6.0,1,1,1
"Norton, C D",14,14.0,1,1,1
"Norton, D C",79,9.875,8,5,5
"Noruzi, Elmira",6,6.0,1,1,1
"Nose, M.",36,18.0,2,1,2
"Nose, Mine",4,4.0,1,1,1
"Nour El-Deen, Ahmed Hammad",23,23.0,1,1,1
"Nour, Sarah M.",65,65.0,1,1,1
"Nourani, Seyedeh Lavin",4,4.0,1,1,1
"Noureldeen, Ahmed",8,4.0,2,1,2
"Novitski, C E",10,10.0,1,1,1
"Nowaczyk, Katarzyna",42,10.5,4,1,3
"Noweer, E M A",1,1.0,1,1,1
"Noweer, E. A.",3,3.0,1,1,1
"Ntalli, N.G.",64,32.0,2,1,2
"Ntalli, Nikoletta",101,12.625,8,1,6
"Ntalli, Nikoletta G",156,156.0,1,1,1
"Ntalli, Nikoletta G.",319,63.8,5,1,5
"Nthenga, Isaiah",26,26.0,1,1,1
"Ntidi, K.N.",20,6.666666666666667,3,1,2
"Ntidi, Keikantsemang N.",22,22.0,1,1,1
"Nuaima, Rasha Haj",33,4.125,8,3,4
