title,authors,pub_year,journal,citations,Genus,Species
Transcriptome analysis of root?knot nematode (Meloidogyne incognita)?infected tomato (Solanum lycopersicum) roots reveals complex gene expression profiles and metabolic networks of both host and nematode during susceptible and resistance responses,"Shukla, Neha; Yadav, Rachita; Kaur, Pritam; Rasmussen, Simon; Goel, Shailendra; Agarwal, Manu; Jagannath, Arun; Gupta, Ramneek; Kumar, Amar",2017,Molecular Plant Pathology,103,meloidogyne,incognita
Tomato (Solanum lycopersicum) and root-knot nematodes (Meloidogyne spp.) Ã¢ÂÂ a century-old battle,"Seid, Awol; Fininsa, Chemeda; Mekete, Tesfamariam; Decraemer, Wilfrida; Wesemael, Wim M.L.",2015,Nematology,102,meloidogyne,javanica
Biosynthesis of Antibiotic Leucinostatins in Bio-control Fungus Purpureocillium lilacinum and Their Inhibition on Phytophthora Revealed by Genome Mining,"Wang, Gang; Liu, Zhiguo; Lin, Runmao; Li, Erfeng; Mao, Zhenchuan; Ling, Jian; Yang, Yuhong; Yin, Wen-Bing; Xie, Bingyan",2016,PLOS Pathogens,102,pratylenchus,capsici
Current Status of Early Blight Resistance in Tomato: An Update,"Adhikari, Pragya; Oh, Yeonyee; Panthee, Dilip R.",2017,International Journal of Molecular Sciences,102,aphelenchoides,solani
Effects of Intact Glucosinolates and Products Produced from Glucosinolates in Myrosinase-Catalyzed Hydrolysis on the Potato Cyst Nematode (Globodera rostochiensis Cv. Woll),"Buskov, S.; Serra, B.; Rosa, E.; SÃÂ¸rensen, H.; SÃÂ¸rensen, J. C.",2002,Journal of Agricultural and Food Chemistry,102,globodera,rostochiensis
Early stages of nematode-induced giant-cell formation in roots of Impatiens balsamina.,"Jones, M G; Payne, H L",1978,Journal of Nematology,102,meloidogyne,incognita
Abscisic acid interacts antagonistically with classical defense pathways in riceÂmigratory nematode interaction,"Nahar, Kamrun; Kyndt, Tina; Nzogela, Yasinta Beda; Gheysen, Godelieve",2012,New Phytologist,101,heterodera,oryzae
Direct identification of stylet secreted proteins from root-knot nematodes by a proteomic approach,"Jaubert, StÃÂ©phanie; Laffaire, Jean Baptiste; Piotte, Christine; Abad, Pierre; Rosso, Marie-NoÃÂ«lle; Ledger, Terence Neil",2002,Molecular and Biochemical Parasitology,101,meloidogyne,incognita
Effects of Glucosinolates and Their Enzymatic Hydrolysis Products via Myrosinase on the Root-knot Nematode Meloidogyne incognita (Kofoid et White) Chitw.,"Lazzeri, Luca; Curto, Giovanna; Leoni, Onofrio; Dallavalle, Elisabetta",2004,Journal of Agricultural and Food Chemistry,101,meloidogyne,incognita
A nematode effector protein similar to annexins in host plants,"Patel, Nrupali; Hamamouch, Noureddine; Li, Chunying; Hewezi, Tarek; Hussey, Richard S.; Baum, Thomas J.; Mitchum, Melissa G.; Davis, Eric L.",2009,Journal of Experimental Botany,101,heterodera,glycines
"AtCAT6, a sinkÃ¢ÂÂtissueÃ¢ÂÂlocalized transporter for essential amino acids in Arabidopsis","Hammes, Ulrich Z.; Nielsen, Erik; Honaas, Loren A.; Taylor, Christopher G.; Schachtman, Daniel P.",2006,The Plant Journal,101,meloidogyne,incognita
Nematicidal activity of monoterpenoids against the root-knot nematode Meloidogyne incognita.,"Echeverrigaray, Sergio; Zacaria, Jucimar; BeltrÃÂ£o, Ricardo",2010,Phytopathology,101,meloidogyne,incognita
Identification and characterization of a new stripe rust resistance gene Yr83 on rye chromosome 6R in wheat,"Li, Jianbo; Dundas, Ian; Dong, Chongmei; Li, Guangrong; Trethowan, Richard; Yang, Zujun; Hoxha, Sami; Zhang, Peng",2020,Theoretical and Applied Genetics,101,heterodera,avenae
ÃÂ9Ã¢ÂÂFatty acid desaturase from arachidonic acidÃ¢ÂÂproducing fungus,"Sakuradani, Eiji; Kobayashi, Michihiko; Shimizu, Sakayu",1999,The FEBS Journal,101,aphelenchoides,oryzae
Identification and characterization of a new stripe rust resistance gene Yr83 on rye chromosome 6R in wheat,"Li, Jianbo; Dundas, Ian; Dong, Chongmei; Li, Guangrong; Trethowan, Richard; Yang, Zujun; Hoxha, Sami; Zhang, Peng",2020,Theoretical and Applied Genetics,101,heterodera,avenae
Nematicidal activity of plant essential oils and components from garlic (Allium sativum) and cinnamon (Cinnamomum verum) oils against the pine wood nematode (Bursaphelenchus xylophilus),"Park, Il-Kwon; Kim, Kyung-Hee; Choi, Kwang-Sik; Kim, Chul-Su; Choi, In-Ho; Park, Ju-Yong; Shin, Sang-Chul",2005,Nematology,101,bursaphelenchus,xylophilus
flp gene disruption in a parasitic nematode reveals motor dysfunction and unusual neuronal sensitivity to RNA interference,"Kimber, Michael J.; McKinney, Susan; McMaster, Steven; Day, Tim A.; Fleming, Colin C.; Maule, Aaron G.",2007,The FASEB Journal,101,globodera,pallida
Cyst nematode parasitism of Arabidopsis thaliana is inhibited by salicylic acid (SA) and elicits uncoupled SA-independent pathogenesis-related gene expression in roots.,"Wubben, Martin John Evers; Jin, Jing; Baum, Thomas Josef",2008,Molecular Plant-Microbe Interactions,101,heterodera,schachtii
"AtCAT6, a sink?tissue?localized transporter for essential amino acids in Arabidopsis","Hammes, Ulrich Z.; Nielsen, Erik; Honaas, Loren A.; Taylor, Christopher G.; Schachtman, Daniel P.",2006,The Plant Journal,101,meloidogyne,incognita
Abscisic acid interacts antagonistically with classical defense pathways in riceÃ¢ÂÂmigratory nematode interaction,"Nahar, Kamrun; Kyndt, Tina; Nzogela, Yasinta Beda; Gheysen, Godelieve",2012,New Phytologist,101,heterodera,oryzae
"The pinewood nematode, Bursaphelenchus xylophilus, in Madeira Island","Fonseca, L.; Cardoso, J.; Lopes, A.; Pestana, M.; Abreu, F.; Nunes, N.; Mota, M.; Abrantes, I.",2012,Helminthologia,100,bursaphelenchus,xylophilus
Identification of putative parasitism genes expressed in the esophageal gland cells of the soybean cyst nematode Heterodera glycines.,"Gao, B; Allen, R; Maier, T; Davis, E L; Baum, T J; Hussey, R S",2001,Molecular Plant-Microbe Interactions,100,heterodera,glycines
Parasitic Worms Stimulate Host NADPH Oxidases to Produce Reactive Oxygen Species That Limit Plant Cell Death and Promote Infection,"Siddique, Shahid; Matera, Christiane; Radakovic, Zoran S.; Hasan, M. Shamim; Gutbrod, Philipp; Rozanska, Elzbieta; Sobczak, Miroslaw; Torres, Miguel Angel; Grundler, Florian M. W.",2014,Science Signaling,100,heterodera,schachtii
Secondary metabolites with nematicidal and antimicrobial activity from nematophagous fungi and Ascomycetes,"Anke, H.; Stadler, M.; Mayer, A.; Sterner, O.",1995,Botany,100,meloidogyne,incognita
Secretome Analysis of the Pine Wood Nematode Bursaphelenchus xylophilus Reveals the Tangled Roots of Parasitism and Its Potential for Molecular Mimicry,"Shinya, Ryoji; Morisaka, Hironobu; Kikuchi, Taisei; Takeuchi, Yuko; Ueda, Mitsuyoshi; Futai, Kazuyoshi",2013,PLOS ONE,99,bursaphelenchus,xylophilus
Magnaporthe oryzae Induces the Expression of a MicroRNA to Suppress the Immune Response in Rice,"Zhang, Xin; Bao, Yalin; Shan, Deqi; Wang, Zhihui; Song, Xiaoning; Wang, Zhaoyun; Wang, Jiansheng; He, Liqiang; Wu, Liang; Zhang, Zhengguang; Niu, Dongdong; Jin, Hailing; Zhao, Hongwei",2018,Plant Physiology,99,meloidogyne,oryzae
Laser Capture Microdissection (LCM) and Expression Analyses of Glycine max (Soybean) Syncytium Containing Root Regions Formed by the Plant Pathogen Heterodera glycines (Soybean Cyst Nematode),"Klink, Vincent P.; Alkharouf, Nadim; MacDonald, Margaret; Matthews, Benjamin",2005,Plant Molecular Biology,99,heterodera,glycines
Laser Capture Microdissection (LCM) and Expression Analyses of Glycine max (Soybean) Syncytium Containing Root Regions Formed by the Plant Pathogen Heterodera glycines (Soybean Cyst Nematode),"Klink, Vincent P.; Alkharouf, Nadim; MacDonald, Margaret; Matthews, Benjamin",2005,Plant Molecular Biology,99,heterodera,glycines
Early Symptom Development and Histological Changes Associated with Migration of Bursaphelenchus xylophilus in Seedling Tissues of Pinus thunbergii.,"Ichihara, Y; Fukuda, K; Suzuki, K",2000,Plant Disease,98,bursaphelenchus,xylophilus
A correlation between host-mediated expression of parasite genes as tandem inverted repeats and abrogation of development of female Heterodera glycines cyst formation during infection of Glycine max,"Klink, Vincent P.; Kim, Kyung-Hwan; Martins, Veronica; MacDonald, Margaret H.; Beard, Hunter S.; Alkharouf, Nadim W.; Lee, Seong-Kon; Park, Soo-Chul; Matthews, Benjamin F.",2009,Planta,98,heterodera,glycines
A correlation between host-mediated expression of parasite genes as tandem inverted repeats and abrogation of development of female Heterodera glycines cyst formation during infection of Glycine max,"Klink, Vincent P.; Kim, Kyung-Hwan; Martins, Veronica; MacDonald, Margaret H.; Beard, Hunter S.; Alkharouf, Nadim W.; Lee, Seong-Kon; Park, Soo-Chul; Matthews, Benjamin F.",2009,Planta,98,heterodera,glycines
Differentiating Soybean Responses to Heterodera Glycines Races,"Schmitt, D. P.; Shannon, G.",1992,Crop Science,98,heterodera,glycines
Phytoecdysteroids: A Novel Defense Against Plant-Parasitic Nematodes,"Soriano, Imelda R.; Riley, Ian T.; Potter, Mark J.; Bowers, William S.",2004,Journal of Chemical Ecology,97,heterodera,schachtii
Control of root-knot nematodes in organic farming systems by organic amendments and soil solarization,"Oka, Yuji; Shapira, Nurit; Fine, Pinchas",2007,Crop Protection,97,meloidogyne,javanica
RNA Silencing in Aspergillus nidulans Is Independent of RNA-Dependent RNA Polymerases,"Hammond, T M; Keller, N P",2005,Genetics,97,aphelenchoides,oryzae
The Genomes of Root-Knot Nematodes,"Bird, David McK.; Williamson, Valerie M.; Abad, Pierre; McCarter, James; Danchin, Etienne G.J.; Castagnone-Sereno, Philippe; Opperman, Charles H.",2009,Annual Review of Phytopathology,97,meloidogyne,incognita
Characterization of susceptibility and resistance responses to potato cyst nematode (Globodera spp.) infection of tomato lines in the absence and presence of the broad-spectrum nematode resistance Hero gene.,"Sobczak, Miroslaw; Avrova, Anna; Jupowicz, Justyna; Phillips, Mark S; Ernst, Karin; Kumar, Amar",2005,Molecular Plant-Microbe Interactions,97,globodera,pallida
Phytoecdysteroids: A Novel Defense Against Plant-Parasitic Nematodes,"Soriano, Imelda R.; Riley, Ian T.; Potter, Mark J.; Bowers, William S.",2004,Journal of Chemical Ecology,97,heterodera,schachtii
"Molecular Diagnostics, Taxonomy, and Phylogeny of the Stem Nematode Ditylenchus dipsaci Species Complex Based on the Sequences of the Internal Transcribed Spacer-rDNA.","Subbotin, Sergei A; Madani, Mehrdad; Krall, Eino; Sturhan, Dieter; Moens, Maurice",2005,Phytopathology,97,ditylenchus,dipsaci
Remote sensing to detect plant stress induced by Heterodera schachtii and Rhizoctonia solani in sugar beet fields,"HillnhÃÂ¼tter, C.; Mahlein, A.-K.; Sikora, R.A.; Oerke, E.-C.",2011,Field Crops Research,96,heterodera,schachtii
Current and future strategies in breeding lentil for resistance to biotic and abiotic stresses,"Erskine, W.; Tufail, M.; Russell, A.; Tyagi, M. C.; Rahman, M. M.; Saxena, M. C.",1993,Euphytica,96,heterodera,ciceri
An effective biocontrol bioformulation against Phytophthora blight of pepper using growth mixtures of combined chitinolytic bacteria under different field conditions,"Kim, Young Cheol; Jung, Hyunchae; Kim, Kil Yong; Park, Seur Kee",2007,European Journal of Plant Pathology,96,pratylenchus,capsici
"Low, but strongly structured mitochondrial DNA diversity in root knot nematodes (Meloidogyne).","Hugall, A; Moritz, C; Stanton, J; Wolstenholme, D R",1994,Genetics,96,meloidogyne,javanica
Origin and genetic diversity of Western European populations of the potato cyst nematode (Globodera pallida) inferred from mitochondrial sequences and microsatellite loci,"PLANTARD, O.; PICARD, D.; VALETTE, S.; SCURRAH, M.; GRENIER, E.; MUGNIÃRY, D.",2008,Molecular Ecology,96,globodera,pallida
The Mitochondrial Genome of Xiphinema americanum sensu stricto (Nematoda: Enoplea): Considerable Economization in the Length and Structural Features of Encoded Genes,"He, Y.; Jones, J.; Armstrong, M.; Lamberti, F.; Moens, M.",2005,Journal of Molecular Evolution,96,xiphinema,americanum
DNA Marker Analysis of Loci underlying Resistance to Soybean Cyst Nematode (Heterodera glycines Ichinohe),"Concibido, V. C.; Denny, R. L.; Boutin, S. R.; Hautea, R.; Orf, J. H.; Young, N. D.",1994,Crop Science,95,heterodera,glycines
Rhizosphere community selection reveals bacteria associated with reduced root disease,"Yin, Chuntao; Casa Vargas, Juan M.; Schlatter, Daniel C.; Hagerty, Christina H.; Hulbert, Scot H.; Paulitz, Timothy C.",2021,Microbiome,95,radopholus,oryzae
DNA Marker Analysis of Loci underlying Resistance to Soybean Cyst Nematode (Heterodera glycines Ichinohe),"Concibido, V. C.; Denny, R. L.; Boutin, S. R.; Hautea, R.; Orf, J. H.; Young, N. D.",1994,Crop Science,95,heterodera,glycines
An efficient cDNA-AFLP-based strategy for the identification of putative pathogenicity factors from the potato cyst nematode Globodera rostochiensis.,"Qin, L; Overmars, H; Helder, J; Popeijus, H; van der Voort, J R; Groenink, W; van Koert, P; Schots, A; Bakker, J; Smant, G",2000,Molecular Plant-Microbe Interactions,95,globodera,rostochiensis
Production of leucinostatins and nematicidal activity of Australian isolates of Paecilomyces lilacinus (Thom) Samson,"Park, J.Ã¢ÂÂO.; Hargreaves, J.R.; McConville, E.J.; Stirling, G.R.; Ghisalberti, E.L.; Sivasithamparam, K.",2004,Letters in Applied Microbiology,95,meloidogyne,javanica
"Repeated sequence sets in mitochondrial DNA molecules of root knot nematodes ( Meloidogyne ): nucleotide sequences, genome location and potential for host-race identification","Okimoto, Ronald; Chamberlin, Helen M.; Macfarlane, Jane L.; Wolstenholme, David R.",1991,Nucleic Acids Research,95,meloidogyne,javanica
PapainÃ¢ÂÂlike cysteine proteases: key players at molecular battlefields employed by both plants and their invaders,"Shindo, Takayuki; Van der Hoorn, Renier A L",2007,Molecular Plant Pathology,94,meloidogyne,incognita
"Nematicidal Activity of Plant Essential Oils and Components from Coriander (Coriandrum sativum), Oriental Sweetgum (Liquidambar orientalis), and Valerian (Valeriana wallichii) Essential Oils against Pine Wood Nematode (Bursaphelenchus xylophilus)","Kim, Junheon; Seo, Sun-Mi; Lee, Sang-Gil; Shin, Sang-Chul; Park, Il-Kwon",2008,Journal of Agricultural and Food Chemistry,94,bursaphelenchus,xylophilus
Cloning and characterization of an esophageal-gland-specific pectate lyase from the root-knot nematode Meloidogyne javanica.,"Doyle, Elizabeth A; Lambert, Kris N",2002,Molecular Plant-Microbe Interactions,94,meloidogyne,javanica
Parasitism of Trichoderma on Meloidogyne javanica and role of the gelatinous matrix,"Sharon, Edna; Chet, Ilan; Viterbo, Ada; Bar-Eyal, Meira; Nagan, Harel; Samuels, Gary J.; Spiegel, Yitzhak",2007,European Journal of Plant Pathology,94,meloidogyne,javanica
The Soybean Rhg1 Locus for Resistance to the Soybean Cyst Nematode Heterodera glycines Regulates the Expression of a Large Number of Stress- and Defense-Related Genes in Degenerating Feeding Cells Â  Â  Â ,"Kandoth, Pramod Kaitheri; Ithal, Nagabhushana; Recknor, Justin; Maier, Tom; Nettleton, Dan; Baum, Thomas J.; Mitchum, Melissa G.",2011,Plant Physiology,94,heterodera,glycines
3-Hydroxypropionic acid as a nematicidal principle in endophytic fungi,"Schwarz, Michael; KÃÂ¶pcke, BÃÂ¤rbel; Weber, Roland W.S.; Sterner, Olov; Anke, Heidrun",2004,Phytochemistry,94,meloidogyne,incognita
Bacillus cereus strain S2 shows high nematicidal activity against Meloidogyne incognita by producing sphingosine,"Gao, Huijuan; Qi, Gaofu; Yin, Rong; Zhang, Hongchun; Li, Chenggang; Zhao, Xiuyun",2016,Scientific Reports,94,meloidogyne,incognita
Prototype Demonstration of Transgenic Resistance to the Nematode Radopholus similis Conferred on Banana by a Cystatin,"Atkinson, Howard J.; Grimwood, Sam; Johnston, Kate; Green, Jayne",2004,Transgenic Research,94,radopholus,similis
Prototype Demonstration of Transgenic Resistance to the Nematode Radopholus similis Conferred on Banana by a Cystatin,"Atkinson, Howard J.; Grimwood, Sam; Johnston, Kate; Green, Jayne",2004,Transgenic Research,94,radopholus,similis
Papain?like cysteine proteases: key players at molecular battlefields employed by both plants and their invaders,"Shindo, Takayuki; Van der Hoorn, Renier A L",2007,Molecular Plant Pathology,94,meloidogyne,incognita
The Soybean Rhg1 Locus for Resistance to the Soybean Cyst Nematode Heterodera glycines Regulates the Expression of a Large Number of Stress- and Defense-Related Genes in Degenerating Feeding Cells ÃÂ  ÃÂ  ÃÂ ,"Kandoth, Pramod Kaitheri; Ithal, Nagabhushana; Recknor, Justin; Maier, Tom; Nettleton, Dan; Baum, Thomas J.; Mitchum, Melissa G.",2011,Plant Physiology,94,heterodera,glycines
Long-Term Effect of Biological Soil Disinfestation on Verticillium Wilt.,"Goud, Jan-Kees C; Termorshuizen, Aad J; Blok, Wim J; van Bruggen, Ariena H C",2004,Plant Disease,94,pratylenchus,fallax
QPCR analysis and RNAi define pharyngeal gland cell-expressed genes of Heterodera glycines required for initial interactions with the host.,"Bakhetia, M; Urwin, P E; Atkinson, H J",2007,Molecular Plant-Microbe Interactions,94,heterodera,glycines
